Name,Score_dominance
EMO1.wav,4.165036237787356
EMO2.wav,3.311367467261905
EMO3.wav,5.625169739583334
EMO4.wav,5.101344598557692
EMO5.wav,5.224201420524691
EMO6.wav,5.963230214409722
EMO7.wav,3.756113958333333
EMO8.wav,6.4571254435763885
EMO9.wav,4.551395037660256
EMO10.wav,4.161478075892857
EMO11.wav,4.894168829166667
EMO12.wav,5.235252381944445
EMO13.wav,4.483663096726191
EMO14.wav,3.5407215192443506
EMO15.wav,4.412841599609375
EMO16.wav,3.648971411458333
EMO17.wav,4.680910220833334
EMO18.wav,4.707828977272728
EMO19.wav,6.707735827546295
EMO20.wav,4.644549965277777
EMO21.wav,4.679396080357143
EMO22.wav,3.2476220665064104
EMO23.wav,3.274484395089285
EMO24.wav,4.174144545454546
EMO25.wav,5.024815862645349
EMO26.wav,4.19936708203125
EMO27.wav,3.981548884114584
EMO28.wav,3.8262423828125
EMO29.wav,3.90983349375
EMO30.wav,6.4743641875
EMO31.wav,4.137139087797619
EMO32.wav,3.4627770019531248
EMO33.wav,4.958151890972221
EMO34.wav,4.8040721048611115
EMO35.wav,3.940561574652778
EMO36.wav,5.028269864583334
EMO37.wav,4.422538650568182
EMO38.wav,3.8337778124999997
EMO39.wav,4.400984958333333
EMO40.wav,4.5309312578125
EMO41.wav,6.7548592300347226
EMO42.wav,3.4585569014756934
EMO43.wav,3.6544123361742424
EMO44.wav,4.117923239583334
EMO45.wav,3.9930194203125
EMO46.wav,3.2233447899305556
EMO47.wav,6.1044603437500005
EMO48.wav,3.5710507017045456
EMO49.wav,4.732717025297619
EMO50.wav,4.745791008152174
EMO51.wav,4.0267259318181825
EMO52.wav,5.0
EMO53.wav,3.6769195046296304
EMO54.wav,3.1320530294117646
EMO55.wav,4.35040739375
EMO56.wav,3.7467163458333332
EMO57.wav,3.501862307291667
EMO58.wav,4.401466145833334
EMO59.wav,4.85267777662037
EMO60.wav,5.1680690393518525
EMO61.wav,8.02078603500683
EMO62.wav,5.637228535416666
EMO63.wav,5.039674237499999
EMO64.wav,4.8778022552083335
EMO65.wav,5.455049871093751
EMO66.wav,7.087203320684523
EMO67.wav,5.03510308984375
EMO68.wav,5.3949841479166665
EMO69.wav,5.0128509375000005
EMO70.wav,3.9025360604166663
EMO71.wav,3.42062620625
EMO72.wav,4.4746092421875
EMO73.wav,5.925126098214286
EMO74.wav,5.016657188725492
EMO75.wav,5.16457205625
EMO76.wav,5.0
EMO77.wav,5.580955083333334
EMO78.wav,4.71494548125
EMO79.wav,6.461395938541666
EMO80.wav,3.5861713824404764
EMO81.wav,5.978794589285714
EMO82.wav,5.875978438988095
EMO83.wav,6.564679567708334
EMO84.wav,7.54332425892857
EMO85.wav,5.4885923000000005
EMO86.wav,6.013832163194444
EMO87.wav,5.571719400297619
EMO88.wav,7.032839960227273
EMO89.wav,7.210355910037879
EMO90.wav,6.0053355130208335
EMO91.wav,4.273022145833334
EMO92.wav,5.197611644230769
EMO93.wav,3.508906630642361
EMO94.wav,6.721115755366161
EMO95.wav,4.723324170833333
EMO96.wav,5.021581484953703
EMO97.wav,4.614087341145833
EMO98.wav,4.305893835526317
EMO99.wav,4.576590109953704
EMO100.wav,5.3881710560344835
EMO101.wav,4.5005362192982465
EMO102.wav,6.635996904296875
EMO103.wav,3.939173917410714
EMO104.wav,3.6787531232638884
EMO105.wav,4.170072130208333
EMO106.wav,3.4534870385416667
EMO107.wav,5.437596576754386
EMO108.wav,4.3529716365740745
EMO109.wav,4.1318687743055555
EMO110.wav,3.9711274166666675
EMO111.wav,2.626059817528735
EMO112.wav,4.555225213541667
EMO113.wav,5.865738108333334
EMO114.wav,5.613705723958334
EMO115.wav,5.73630028125
EMO116.wav,5.853634334375
EMO117.wav,6.765036963942308
EMO118.wav,4.95924
EMO119.wav,5.061506595238096
EMO120.wav,6.321076149305555
EMO121.wav,3.999227642045454
EMO122.wav,4.0782096796875
EMO123.wav,3.9051336116071425
EMO124.wav,5.027175
EMO125.wav,5.0587645624999995
EMO126.wav,5.984483071022726
EMO127.wav,6.633930153645832
EMO128.wav,6.515606131944445
EMO129.wav,3.8451582482247293
EMO130.wav,5.088699668087122
EMO131.wav,5.079129822916666
EMO132.wav,5.431199813902244
EMO133.wav,5.493101035984849
EMO134.wav,6.32650896969697
EMO135.wav,5.956458454727564
EMO136.wav,5.102534693014706
EMO137.wav,5.256965089646465
EMO138.wav,5.5277259328124995
EMO139.wav,4.024242313657408
EMO140.wav,4.91819515625
EMO141.wav,6.914984577752976
EMO142.wav,5.469217129273504
EMO143.wav,5.8992949787808655
EMO144.wav,5.799328128472222
EMO145.wav,6.383074890957447
EMO146.wav,7.238677460597825
EMO147.wav,6.28678646875
EMO148.wav,4.209012125
EMO149.wav,4.995923375
EMO150.wav,6.936018815972222
EMO151.wav,6.487066583333333
EMO152.wav,7.3681321347656255
EMO153.wav,7.034356080615942
EMO154.wav,6.859775139880952
EMO155.wav,7.206053248106059
EMO156.wav,5.957212108333333
EMO157.wav,7.277498433662281
EMO158.wav,7.054496038194444
EMO159.wav,4.483674599702381
EMO160.wav,5.341711958333334
EMO161.wav,5.6425875
EMO162.wav,5.892747942708334
EMO163.wav,6.630564418154762
EMO164.wav,7.104416378472223
EMO165.wav,6.70349639699074
EMO166.wav,6.857259338690476
EMO167.wav,7.297997125452898
EMO168.wav,7.509469706439395
EMO169.wav,5.732443069010417
EMO170.wav,7.152994681344697
EMO171.wav,7.298116169871795
EMO172.wav,6.931510370833332
EMO173.wav,6.103438699404761
EMO174.wav,6.283948736111111
EMO175.wav,5.458728875
EMO176.wav,6.036865929166668
EMO177.wav,8.275264089583333
EMO178.wav,5.978901888888889
EMO179.wav,6.099283872395834
EMO180.wav,5.917232270833334
EMO181.wav,5.710682994791667
EMO182.wav,6.767993138888888
EMO183.wav,8.301694398097824
EMO184.wav,5.855604993749999
EMO185.wav,7.115156471354166
EMO186.wav,7.994640640376984
