Name,Score_valence
EMO3061.wav,5.1475
EMO1.wav,3.1239209655172417
EMO2.wav,2.066587663466703
EMO3.wav,6.39816255952381
EMO4.wav,5.538954947633506
EMO5.wav,3.2715474322380023
EMO6.wav,3.865688949999999
EMO7.wav,3.870574854166666
EMO8.wav,5.496440917528195
EMO9.wav,3.272855588562753
EMO10.wav,3.414526686761547
EMO11.wav,3.533857169047619
EMO12.wav,4.518311354131858
EMO13.wav,3.169055160177229
EMO14.wav,0.8476735104923333
EMO15.wav,2.454527512570489
EMO16.wav,1.5938853519345235
EMO17.wav,3.103095693546366
EMO18.wav,1.7202048137483867
EMO19.wav,5.341839180033418
EMO20.wav,2.647119996031746
EMO21.wav,2.4715595926870746
EMO22.wav,0.690013093374463
EMO23.wav,1.6895786731337266
EMO24.wav,1.3340537954545455
EMO25.wav,3.4524811362563383
EMO26.wav,3.044363708333334
EMO27.wav,1.113304620000522
EMO28.wav,1.0163281257048866
EMO29.wav,1.8842129582985236
EMO30.wav,5.323312968750001
EMO31.wav,2.609102185374149
EMO32.wav,1.5394019843749995
EMO33.wav,4.54397615
EMO34.wav,2.3347024799707605
EMO35.wav,3.110916805292112
EMO36.wav,1.6813785647926631
EMO37.wav,1.315194514354067
EMO38.wav,1.9387916632653064
EMO39.wav,2.671965104427737
EMO40.wav,4.689622703125
EMO41.wav,5.225276455853175
EMO42.wav,1.0999567365157683
EMO43.wav,1.902203080988456
EMO44.wav,1.9805782809106096
EMO45.wav,1.1598616201754386
EMO46.wav,0.8073638254643961
EMO47.wav,6.555324250000001
EMO48.wav,1.2356662231858055
EMO49.wav,4.220901286057691
EMO50.wav,3.138205611542444
EMO51.wav,1.994693227329689
EMO52.wav,5.0140961875
EMO53.wav,1.8675272222222223
EMO54.wav,0.8753448332043351
EMO55.wav,4.145039238095238
EMO56.wav,2.1164531909147866
EMO57.wav,1.8458558125
EMO58.wav,3.5072301398809524
EMO59.wav,2.6985990703842946
EMO60.wav,3.7997969404761904
EMO61.wav,7.800063348756112
EMO62.wav,5.963979010025062
EMO63.wav,5.432443727798663
EMO64.wav,4.099125736163325
EMO65.wav,8.045261625
EMO66.wav,7.738653799163087
EMO67.wav,5.152555902901785
EMO68.wav,6.19818611027569
EMO69.wav,4.584691916666666
EMO70.wav,2.37628556144528
EMO71.wav,1.3485484472431075
EMO72.wav,2.52513565625
EMO73.wav,6.404143573532045
EMO74.wav,5.038517276260505
EMO75.wav,4.975543428571428
EMO76.wav,5.550595952380952
EMO77.wav,6.12698177443609
EMO78.wav,3.228804127380952
EMO79.wav,7.853387392449875
EMO80.wav,1.936600627028882
EMO81.wav,6.542630400823487
EMO82.wav,6.595011500000001
EMO83.wav,8.6012227375
EMO84.wav,7.882666839285715
EMO85.wav,5.481815904761904
EMO86.wav,7.084012625
EMO87.wav,8.008831589285714
EMO88.wav,8.779088454545455
EMO89.wav,7.767169113636363
EMO90.wav,7.19412359375
EMO91.wav,2.775492585421888
EMO92.wav,2.397501424064971
EMO93.wav,1.2141594389750416
EMO94.wav,3.0604767915881306
EMO95.wav,3.6285842357142855
EMO96.wav,5.181116154761904
EMO97.wav,3.202582959821429
EMO98.wav,1.8388002877094047
EMO99.wav,1.0996879351851847
EMO100.wav,1.0728179961109667
EMO101.wav,1.821313116061685
EMO102.wav,1.363949240484022
EMO103.wav,2.072092524682242
EMO104.wav,2.070177493055556
EMO105.wav,2.3984771139828736
EMO106.wav,1.7875677499999998
EMO107.wav,5.652475515194235
EMO108.wav,2.747635598893066
EMO109.wav,2.1196405416666666
EMO110.wav,2.882983110449736
EMO111.wav,0.740887331896552
EMO112.wav,2.9955840625
EMO113.wav,7.002037999999999
EMO114.wav,7.060894375
EMO115.wav,7.783514479166667
